fid,code_giris,can_orient,city_irreg,wdt_str,alb,pop_den,veg_den,bld_hgt,no_wind_d,max_temp,max_dtemp,no_cloud,iuhi,veg_dt,veg_cost,veg_eff,alb_dt,alb_cost,alb_eff,cmb_dt,cmb_cost,cmb_eff,age_perc,pov_perc,alone_perc,dpe_perc,hvi
"120","1320404",E,irregular,4.37,0.1537,20056.72,0.20783,11.98,0.1666,24.57,5.52,26.3616,7.43,1.31,10.997,0.174,1.22,5.8579,0.1873,2.53,16.8549,0.1901,21.54,17.78,47.09,27.5,15
"121","1320501",S,irregular,4.56,0.169,13207.94,0.06284,9.52,0.1666,24.57,5.52,26.3616,8.43,2.09,16.507,0.1218,0.83,4.8341,0.1017,2.92,21.3411,0.1141,16.35,26.25,55.85,33.62,18
"122","1320502",E,mixed,4.12,0.1545,24296.77,0.12615,11.95,0.1666,24.57,5.52,26.3616,7.64,1.83,13.595,0.2382,1.11,5.2952,0.2284,2.94,18.8902,0.2387,18.54,19.57,50.98,26.91,15
"123","1320503",S,mixed,4.26,0.1672,20288.64,0.04399,10.24,0.1666,24.57,5.52,26.3616,8.79,2.36,12.088,0.2886,0.829999999999999,3.3493,0.2255,3.19,15.4373,0.2647,17.07,24.26,55.8,31.48,18
"124","1320504",E,regular,4.81,0.1654,13884.31,0.07651,8.91,0.1666,24.57,5.52,26.3616,6.99,2.09,12.892,0.164,0.83,4.0985,0.1261,2.93,16.9905,0.1512,20.66,23.45,52.22,30.21,16
"125","1320601",E,irregular,5.07,0.1573,17950,0.05201,12.53,0.1666,24.57,5.52,26.3616,7.46,2.1,9.157,0.2999,1.11,2.8374,0.3149,3.21,11.9944,0.3033,19.48,20.84,52.97,31.23,16
"126","1320602",E,irregular,4.57,0.1536,22688.24,0.12951,12.83,0.1666,24.57,5.52,26.3616,7.95,1.83,7.378,0.4099,1.11,2.7934,0.4043,2.94,10.1714,0.414,21.79,19.92,52.9,26.55,16
"127","1320603",S,irregular,4.19,0.155,22481.48,0.07015,12.05,0.1666,24.57,5.52,26.3616,9.11,2.1,6.941,0.4955,1.11,2.0679,0.5412,3.21,9.0089,0.5057,15.17,26.42,54.53,36.76,18
"128","1320604",S,irregular,4.27,0.1585,15831.25,0.11976,13.25,0.1666,24.57,5.52,26.3616,8.65,1.84,7.155,0.2966,1.22,2.8205,0.3071,3.05,9.9755,0.3056,16.64,16.58,46.63,24.94,15
"129","1320605",E,irregular,4.77,0.148,15871.43,0.09226,14.8,0.1666,24.57,5.52,26.3616,8.01,2.1,5.085,0.4775,1.11,1.6272,0.4855,3.21,6.7122,0.4792,15.49,28.45,51.9,31.3,17
"130","1320606",E,irregular,3.88,0.1757,16027.12,0.15958,9.1,0.1666,24.57,5.52,26.3616,7.45,1.58,11.606,0.1589,0.84,4.2511,0.142,2.41,15.8571,0.1538,18.4,15.84,46.66,30.98,15
"131","1320701",SW,irregular,4,0.1783,7055.93,0.20068,6.14,0.1666,24.57,5.52,26.3616,6.76,1.31,9.969,0.0675,0.83,4.3155,0.0609,2.14,14.2845,0.0667,21.57,10.47,38.67,36.14,13
"132","1320702",SE,irregular,3.76,0.1848,8149.21,0.18209,7.61,0.1666,24.57,5.52,26.3616,7.15,1.57,11.435,0.0815,0.590000000000001,4.0714,0.053,2.16,15.5064,0.0717,26.64,11.36,43.14,36.43,14
"133","1320704",S,irregular,4.35,0.1974,12479.59,0.19484,14.32,0.1666,24.57,5.52,26.3616,7.8,1.58,8.472,0.1695,0.7,2.8883,0.1356,2.27,11.3603,0.1574,25.03,16.23,51.22,25.14,16
"134","1320706",S,irregular,3.98,0.1858,19554.55,0.06767,8.7,0.1666,24.57,5.52,26.3616,8.69,2.09,11.385,0.2615,0.59,2.8781,0.1798,2.68,14.2631,0.232,21.56,16.42,51.14,35.06,18
"135","1320707",S,irregular,4.33,0.1659,14127.27,0.19064,11.28,0.1666,24.57,5.52,26.3616,8.11,1.58,7.733,0.2103,0.94,3.5561,0.1675,2.51,11.2891,0.1983,23.7,16.45,54.7,29.18,16
"136","1320801",SE,irregular,4.17,0.1858,3609.22,0.38211,6.14,0.1666,24.57,5.52,26.3616,5.58,0.53,6.557,0.0213,0.49,6.1223,0.013,1.01,12.6793,0.0182,25.34,12.83,42.36,37.1,14
"137","1320804",S,irregular,3.99,0.1575,9981.15,0.44665,10.71,0.1666,24.57,5.52,26.3616,7.17,0.26,0.358,0.5281,1.11,9.1327,0.0544,1.37,9.4907,0.091,24.19,12.82,41.46,26.03,14
"138","1320805",S,irregular,4.21,0.208,3210.47,0.34472,6.72,0.1666,24.57,5.52,26.3616,6.31,0.79,6.17,0.0299,0.39,3.8273,0.0147,1.17,9.9973,0.0237,30.12,14.63,48.31,13.02,13
"139","1320807",SE,irregular,4.6,0.1684,17073.85,0.07726,11.04,0.1666,24.57,5.52,26.3616,8.02,2.09,16.398,0.1585,0.829999999999999,5.0748,0.1252,2.93,21.4728,0.1471,18.92,16.02,48.48,26.97,14
"140","1320808",SW,irregular,4.6,0.1932,8987.66,0.30619,11.04,0.1666,24.57,5.52,26.3616,6.2,0.79,15.053,0.0344,0.7,9.6581,0.0292,1.48,24.7111,0.034,27.08,13.33,45.01,35.09,15
"141","1320809",SE,irregular,4.65,0.1622,6169.14,0.31726,6.63,0.1666,24.57,5.52,26.3616,6.24,0.79,14.624,0.0243,0.73,10.7022,0.0189,1.52,25.3262,0.0234,26.8,8.96,41.69,18.52,12
"142","1320810",SE,irregular,4.07,0.1809,6459.48,0.28597,6.35,0.1666,24.57,5.52,26.3616,6.26,1.05,12.922,0.0382,0.59,7.9665,0.0215,1.64,20.8885,0.032,25.04,9.61,38.1,12.37,10
"143","1320904",SE,irregular,4.41,0.1694,6812.66,0.30302,6.53,0.1666,24.57,5.52,26.3616,6.24,0.79,23.673,0.0166,0.73,13.5837,0.0164,1.52,37.2567,0.0175,22.33,14,38.8,24.21,12
"144","1320908",SE,irregular,4.64,0.1797,7747.37,0.18216,6.55,0.1666,24.57,5.52,26.3616,6.78,1.57,44.822,0.0198,0.59,16.9568,0.0121,2.16,61.7788,0.0171,19.88,16.7,37.16,34.86,14
"145","1321001",E,irregular,4.83,0.182,9468,0.14195,7.15,0.1666,24.57,5.52,26.3616,6.9,1.84,26.076,0.0487,0.590000000000001,8.8072,0.0284,2.43,34.8832,0.0416,12.8,23.21,44.31,29.36,14
"146","1321002",E,irregular,4.65,0.1847,13192.31,0.14463,8.31,0.1666,24.57,5.52,26.3616,7.03,1.83,8.065,0.2181,0.59,2.5628,0.1362,2.42,10.6278,0.1897,14.73,21.99,45.93,40.31,15
"147","1321003",E,irregular,4.94,0.1806,5622.99,0.14361,5.32,0.1666,24.57,5.52,26.3616,6.75,1.84,18.051,0.0418,0.59,6.2478,0.0238,2.43,24.2988,0.0355,19.57,21.72,40.21,49.16,16
"148","1321006",E,mixed,5.86,0.1814,3579.23,0.18876,6.02,0.1666,24.57,5.52,26.3616,5.48,1.57,23.012,0.0178,0.350000000000001,4.624,0.0121,1.92,27.636,0.0157,14.22,18.83,41.07,24.78,12
"149","1321106",E,irregular,4.36,0.1661,7995.61,0.29254,6.88,0.1666,24.57,5.52,26.3616,6.28,1.05,21.927,0.0279,0.73,10.9429,0.0239,1.78,32.8699,0.0273,17.61,19.11,31.23,19.37,11
"150","1321201",S,irregular,3.95,0.1832,4782.38,0.41183,5.36,0.1666,24.57,5.52,26.3616,6.37,0.26,5.552,0.0163,0.48,8.7394,0.0118,0.75,14.2914,0.0158,18.59,17.71,32.98,22.86,12
"151","1321202",S,irregular,4.17,0.1709,6627.12,0.36818,6.49,0.1666,24.57,5.52,26.3616,6.65,0.52,6.597,0.0381,0.590000000000001,5.7427,0.0305,1.11,12.3397,0.0376,24.24,10.06,35.81,23.69,12
"152","1321203",E,irregular,4.15,0.175,5559.72,0.29405,5.17,0.1666,24.57,5.52,26.3616,6.2,1.05,22.883,0.0186,0.73,12.7464,0.0143,1.77,35.6294,0.0174,21.53,10.96,34.05,29.64,11
"153","1321204",S,irregular,4.15,0.1783,6478.53,0.21915,5.7,0.1666,24.57,5.52,26.3616,7.44,1.31,29.891,0.0207,0.83,12.8786,0.0187,2.14,42.7696,0.0205,24.05,10.62,39.14,32.87,14
"154","1321205",E,irregular,4.53,0.1783,4152.99,0.22595,6.45,0.1666,24.57,5.52,26.3616,6.46,1.31,17.773,0.0223,0.72,6.2512,0.0215,2.03,24.0242,0.0222,18.13,13.93,33.2,4.65,11
"155","1321206",S,irregular,4.02,0.1769,4590.22,0.29629,5.11,0.1666,24.57,5.52,26.3616,7.1,1.05,23.497,0.0149,0.73,12.2955,0.0122,1.78,35.7925,0.0144,23.13,10.66,31.04,36.05,13
"156","1321301",S,irregular,4.12,0.1937,2473.76,0.37801,5.06,0.1666,24.57,5.52,26.3616,6.25,0.52,13.894,0.0067,0.48,11.465,0.0046,1.01,25.359,0.0062,14.53,11.74,31.91,20.11,11
"157","1321302",SW,irregular,4.18,0.1754,5031.01,0.3644,5.49,0.1666,24.57,5.52,26.3616,5.9,0.52,7.541,0.0253,0.590000000000001,5.6511,0.0236,1.11,13.1921,0.0267,13.86,14.75,29.63,1.23,9
"158","1321303",SE,irregular,4.86,0.1701,8074.59,0.18641,6.61,0.1666,24.57,5.52,26.3616,7.1,1.57,21.789,0.0424,0.73,6.719,0.0393,2.3,28.508,0.0411,15.73,36.29,35.04,39.09,15
"159","1321306",SE,irregular,3.94,0.179,4874.35,0.33183,4.98,0.1666,24.57,5.52,26.3616,6.34,0.78,24.775,0.0112,0.73,13.8312,0.0115,1.51,38.6062,0.012,17.13,21.17,30.21,26.68,11
"160","1321308",SW,irregular,4.24,0.1623,8197.53,0.38386,6.09,0.1666,24.57,5.52,26.3616,6.05,0.52,7.342,0.0423,0.59,7.8309,0.0277,1.11,15.1729,0.0379,15.29,34.6,30.94,19.23,13
"161","1321309",S,irregular,4.03,0.1734,5950,0.30903,5.65,0.1666,24.57,5.52,26.3616,6.84,0.79,13.416,0.0255,0.73,7.5055,0.026,1.52,20.9215,0.0273,16.76,26.45,34.74,12.85,12
"162","1321310",SE,irregular,4.15,0.1697,8902.01,0.26145,6.71,0.1666,24.57,5.52,26.3616,6.57,1.04,19.064,0.0354,0.720000000000001,8.9123,0.0323,1.77,27.9763,0.0356,16.73,25.03,37.98,23.47,13
"163","1321311",SE,irregular,3.77,0.1908,2835.34,0.35905,4.82,0.1666,24.57,5.52,26.3616,5.76,0.53,17.565,0.0062,0.49,11.6989,0.0053,1.01,29.2639,0.0062,17.13,12.69,27.98,25.12,10
"164","1321401",S,irregular,5.12,0.167,3582.67,0.21021,6.32,0.1666,24.57,5.52,26.3616,6.66,1.31,24.38,0.014,0.93,12.3972,0.0121,2.24,36.7772,0.0138,13.26,44.33,24.7,11.57,13
"165","1321402",S,irregular,4.62,0.1704,13402.44,0.28054,6.91,0.1666,24.57,5.52,26.3616,7.39,1.05,9.435,0.1087,0.94,6.5664,0.086,1.99,16.0014,0.1052,14.78,36.81,37.13,35.54,16
"166","1321403",E,irregular,5.14,0.1663,5819.05,0.21675,6.57,0.1666,24.57,5.52,26.3616,5.85,1.31,19.923,0.0279,0.84,9.2039,0.0238,2.15,29.1269,0.0271,13.37,42.04,34.08,34.68,15
"167","1321405",E,irregular,4.37,0.1679,7588.64,0.41216,7.33,0.1666,24.57,5.52,26.3616,5.49,0.26,4.614,0.0312,0.59,8.8716,0.0226,0.85,13.4856,0.0302,11.83,41.47,29.09,16.15,12
"168","1321503",S,irregular,4.9,0.1827,7286.73,0.27128,6.53,0.1666,24.57,5.52,26.3616,6.93,1.04,11.888,0.0464,0.69,7.0919,0.0318,1.74,18.9799,0.0422,14.04,47.18,38.56,47.8,17
"169","1321504",E,irregular,4.95,0.1727,5120.72,0.39035,7.28,0.1666,24.57,5.52,26.3616,5.68,0.53,4.544,0.0435,0.73,5.9325,0.0283,1.25,10.4765,0.0386,16.26,37.78,36.33,43.59,14
"170","1321505",E,irregular,4.81,0.2042,4055.22,0.08546,8.26,0.1666,24.57,5.52,26.3616,6.8,2.1,16.532,0.0375,0.38,3.4917,0.0198,2.48,20.0237,0.0317,11.51,59.21,38.04,49.35,17
"171","1321506",S,irregular,4.91,0.1743,4487.7,0.36646,5.73,0.1666,24.57,5.52,26.3616,6.58,0.53,6.962,0.0249,0.73,6.9258,0.0212,1.26,13.8878,0.0257,15.93,29.12,28.58,1.95,11
"172","1321509",S,irregular,4.42,0.1713,6697.37,0.37216,6.43,0.1666,24.57,5.52,26.3616,6.65,0.52,8.089,0.0314,0.83,10.0751,0.0247,1.35,18.1641,0.0314,13.12,39.78,38.43,13.79,13
"173","1321603",SE,irregular,5.47,0.182,1523.08,0.24256,5.09,0.1666,24.57,5.52,26.3616,5.68,1.31,38.41,0.0038,0.59,16.2991,0.0025,1.9,54.7091,0.0033,15.66,30.81,35.07,43.15,13
"174","1321604",E,irregular,4.32,0.1875,2626.37,0.36253,5.03,0.1666,24.57,5.52,26.3616,5.35,0.52,12.003,0.0083,0.48,8.3258,0.0068,1.01,20.3288,0.0082,17.03,23.57,33.06,39.27,12
"175","1404701",SE,irregular,4.29,0.1498,1370.1,0.36923,6.59,0.0265,18.83,5.95,5.492,5.74,0.52,16.614,0.0088,0.87,14.3465,0.0123,1.39,30.9605,0.0158,22.88,16.82,52.23,59.68,16
"176","1404702",E,irregular,4.18,0.149,3090.38,0.29838,5.38,0.0265,18.83,5.95,5.492,6.1,1.05,10.714,0.0623,0.73,4.4375,0.0753,1.78,15.1515,0.0933,22.2,18.75,44.97,23.83,13
"177","1404703",E,irregular,4.23,0.1561,1834.21,0.2777,5.07,0.0265,18.83,5.95,5.492,6.04,1.05,35.561,0.0111,0.73,11.7464,0.0169,1.78,47.3074,0.0177,29.55,12.27,40.11,47.33,16
"178","1411801",SE,irregular,4.09,0.1459,5453.13,0.16193,12.23,0.1149,21.73,9.93,28.0549,7.28,1.57,12.488,0.141,1.11,5.546,0.1617,2.68,18.034,0.2082,19.94,20.34,66.32,67.27,19
"179","1411802",SE,irregular,4.38,0.1173,6958.49,0.09032,11.7,0.1149,21.73,9.93,28.0549,8.82,2.1,12.903,0.2329,2.05,4.9765,0.4247,4.15,17.8795,0.415,25.16,13.08,57.98,48.33,19
"180","1411803",E,irregular,4.6,0.1324,5359.78,0.31689,7.49,0.1149,21.73,9.93,28.0549,6.56,0.79,8.328,0.1046,1.42,6.319,0.1785,2.21,14.647,0.2078,18.6,15.79,56.79,59.29,16
"181","1411805",S,irregular,4.19,0.1392,3586.52,0.27836,7.57,0.1149,21.73,9.93,28.0549,7.64,1.05,10.371,0.0747,1.29,5.3969,0.127,2.33,15.7679,0.1362,22.8,8.87,55.91,57.05,17
"182","1411806",SW,irregular,4.27,0.1355,4859.65,0.25985,8.22,0.1149,21.73,9.93,28.0549,7.04,1.05,7.354,0.1427,1.42,4.0816,0.2505,2.47,11.4356,0.2697,21.11,11.56,58.35,46.07,15
"183","1411807",S,irregular,4.15,0.152,3223.2,0.28471,5.62,0.1149,21.73,9.93,28.0549,7.22,1.05,14.031,0.0496,0.73,5.6105,0.0621,1.78,19.6415,0.0751,26.84,7.6,49.08,53.04,16
"184","1411808",SE,irregular,4.03,0.1445,4215.51,0.26908,5.81,0.1149,21.73,9.93,28.0549,6.63,1.05,22.963,0.0396,0.87,10.4717,0.0519,1.92,33.4347,0.0622,20.21,12.93,53.61,54.15,17
"185","1411809",SE,irregular,4.08,0.1444,5674.38,0.38922,6.66,0.1149,21.73,9.93,28.0549,6.1,0.52,5.046,0.1203,0.73,4.824,0.1272,1.25,9.87,0.1847,21.47,28.53,44.15,36.43,15
"186","1411811",SW,irregular,4.02,0.1307,4957.89,0.24572,8.15,0.1149,21.73,9.93,28.0549,7.3,1.31,10.531,0.1268,1.42,5.9766,0.1745,2.73,16.5076,0.2107,21.7,13.91,52.54,65.02,19
"187","1411812",E,irregular,3.99,0.1446,2491.25,0.27303,6.52,0.1149,21.73,9.93,28.0549,6.62,1.05,9.61,0.056,0.87,4.7731,0.0673,1.92,14.3831,0.0855,18.9,18.8,47.77,73.14,16
"188","1411813",E,irregular,4.29,0.1379,3918.87,0.26038,5.77,0.1149,21.73,9.93,28.0549,6.74,1.05,6.819,0.1241,1.15,2.5866,0.2582,2.19,9.4056,0.2345,19.24,28.33,55.36,71.62,18
"189","1411814",E,irregular,4.27,0.1413,2371.9,0.24877,6.33,0.1149,21.73,9.93,28.0549,6.58,1.31,28.666,0.0223,0.86,11.8616,0.0255,2.17,40.5276,0.0326,20.47,25.92,48.7,46.59,17
"190","1411815",E,irregular,4.16,0.1438,3815.92,0.31415,6.95,0.1149,21.73,9.93,28.0549,6.06,0.79,14.503,0.0427,0.869999999999999,8.6547,0.0568,1.65,23.1577,0.0699,19.24,17.93,58.66,58.13,16
"191","1411816",E,regular,4.42,0.1452,1567.16,0.38776,7.83,0.1149,21.73,9.93,28.0549,5.19,0.52,5.72,0.0293,0.86,6.0851,0.0328,1.39,11.8051,0.0474,18.84,15.28,60.87,50.55,15
"192","1411817",E,irregular,4.4,0.1355,4406.36,0.12694,6.08,0.1149,21.73,9.93,28.0549,7.61,1.84,37.842,0.0441,1.43,12.0481,0.0775,3.26,49.8901,0.074,18.83,14.92,48.1,61.59,16
"193","1411818",SW,regular,3.81,0.1385,7466.67,0.18879,10.41,0.1149,21.73,9.93,28.0549,7.53,1.58,10.089,0.2405,1.15,2.9696,0.4284,2.72,13.0586,0.3996,15.18,43.75,49.64,4.65,17
"194","1411819",E,mixed,4.12,0.1364,5041.07,0.12714,5.95,0.1149,21.73,9.93,28.0549,7.3,1.83,24.484,0.0775,1.28,6.3563,0.1504,3.12,30.8403,0.131,17.96,24.9,44.87,64.19,18
"195","1411820",SW,irregular,4.41,0.1491,1642.13,0.41936,6.47,0.1149,21.73,9.93,28.0549,5.7,0.26,8.415,0.0104,0.73,16.194,0.011,0.99,24.609,0.017,17.36,19.27,50.74,37.67,14
"196","1418101",SE,irregular,4.19,0.1548,1352.42,0.40772,5.2,0.1149,21.73,9.93,28.0549,5.7,0.26,10.254,0.0071,0.73,14.7329,0.0099,0.99,24.9869,0.0138,24.09,8.42,29.91,23.45,10
"197","1432703",E,irregular,3.97,0.1314,8723.08,0.18124,9.45,0.1149,21.73,9.93,28.0549,7.79,1.57,4.734,0.5949,1.28,1.6543,1,2.85,6.3883,1,14.13,31.37,50.74,22.22,17
"198","1432704",E,irregular,4.06,0.137,7314.71,0.29416,9.74,0.1149,21.73,9.93,28.0549,6.9,1.05,3.599,0.4389,1.29,2.2171,0.6306,2.34,5.8161,0.7562,14.29,23.87,53.27,37.84,16
"199","1432705",S,irregular,4.09,0.1462,1507.03,0.40169,5.67,0.1149,21.73,9.93,28.0549,6.37,0.26,10.884,0.0074,0.86,17.845,0.0108,1.12,28.729,0.0151,13.26,15.2,36.92,16.21,12
"200","1432706",S,irregular,4.11,0.1329,4889.86,0.40507,7.48,0.1149,21.73,9.93,28.0549,6.93,0.26,2.139,0.1222,1.42,5.0443,0.2039,1.68,7.1833,0.2939,16.1,22.35,40.92,0,13
"201","1436601",E,irregular,4.07,0.1201,5530.36,0.1049,8.78,0.1332,20.55,9.73,11.9908,7.56,1.83,13.083,0.1591,1.52,5.4613,0.2281,3.36,18.5443,0.2575,34.04,18.15,64.88,68.15,21
"202","1436603",E,irregular,4.4,0.1411,3927.63,0.44895,6.95,0.1332,20.55,9.73,11.9908,5.49,0.26,0.21,1,0.73,5.9291,0.0716,0.99,6.1391,0.1628,23.37,24.63,44.78,53.25,16
"203","1436607",S,regular,4.4,0.1509,1442.31,0.42826,5.7,0.1332,20.55,9.73,11.9908,5.79,0.26,2.794,0.0276,0.87,9.37,0.0198,1.13,12.164,0.0344,23.33,19.5,44.92,74.1,16
"204","1443701",SE,irregular,4.21,0.1459,1041.06,0.40752,5.88,0.1149,21.73,9.93,28.0549,5.7,0.26,26.59,0.0021,0.73,40.6868,0.0028,0.99,67.2768,0.0039,20.42,11.9,38.98,38.6,13
"205","1601501",E,irregular,4.09,0.1635,3872.73,0.2595,10.29,0.146,25.58,13.83,28.3295,6.23,1.05,14.219,0.7629,0.930000000000001,9.1327,1,1.98,23.3517,1,18.86,22.89,59.6,43.91,16
"206","1601502",E,irregular,4.25,0.164,3957.8,0.12249,6.12,0.146,25.58,13.83,28.3295,6.89,1.83,38.362,0.5036,0.94,14.4821,0.6514,2.77,52.8441,0.6318,23.54,15.35,54.22,43.57,16
"207","1601503",SE,irregular,4.13,0.1737,1826.84,0.4441,5.36,0.146,25.58,13.83,28.3295,5.48,0.26,1.267,1,0.590000000000001,10.7938,0.2532,0.85,12.0608,0.3921,21.28,17.29,49.21,41.43,15
"208","1601504",SW,irregular,4.34,0.167,2049.03,0.27032,5.49,0.146,25.58,13.83,28.3295,6.33,1.05,31.343,0.1831,0.73,13.821,0.2744,1.78,45.164,0.2459,19.16,19.17,49.51,41.58,14
"209","1601505",E,irregular,4.5,0.1579,3328.08,0.28289,6.11,0.146,25.58,13.83,28.3295,6.38,1.05,16.567,0.5627,0.87,7.5936,0.9669,1.91,24.1606,0.8012,17.07,30.56,47.47,41.43,15
"210","1610202",SW,regular,4.77,0.154,1427.97,0.42671,6.17,0.1492,26.23,12,23.6613,5.23,0.26,7.854,0.1261,0.87,24.9402,0.1263,1.13,32.7942,0.1498,20.83,17.17,51.76,49.72,15
"211","1610203",SW,irregular,4.46,0.157,2188.21,0.28236,4.99,0.1492,26.23,12,23.6613,6.5,1.05,28.003,0.2189,0.87,13.7193,0.3519,1.92,41.7223,0.3067,24.3,14.24,45.6,42.63,15
"212","1634100",SE,irregular,4.33,0.1738,1141.53,0.4298,4.5,0.146,25.58,13.83,28.3295,5.36,0.26,3.549,0.2231,0.590000000000001,8.475,0.2015,0.85,12.024,0.2457,23.61,13.19,41.98,33.87,13
"213","1729901",S,irregular,4.43,0.1786,4088.6,0.1568,7.7,0.0879,22.71,6.56,19.4508,7.45,1.57,22.639,0.4611,0.94,7.814,0.5859,2.51,30.453,0.4849,21.86,26.18,61.35,45.9,19
"214","1729902",SW,irregular,4.57,0.1773,3376.73,0.07743,4.16,0.0879,22.71,6.56,19.4508,7.09,2.09,61.779,0.1858,0.93,18.7772,0.1992,3.03,80.5562,0.1828,28.42,15.13,47.3,44.06,16
"215","1730001",E,irregular,4.6,0.1687,4532.54,0.15651,8.83,0.0879,22.71,6.56,19.4508,6.55,1.57,33.594,0.3445,0.94,12.9261,0.3927,2.51,46.5201,0.3519,23.57,18.22,63.5,46.7,18
"216","1730003",E,irregular,4.63,0.169,3621.43,0.36448,5.84,0.0879,22.71,6.56,19.4508,5.42,0.53,7.359,0.4242,0.73,6.2342,0.5052,1.25,13.5932,0.4792,29.95,20.86,54.31,21.86,14
"217","1730005",E,mixed,4.75,0.1607,8247.66,0.30615,6.04,0.0233,23.69,8.4,15.286,5.56,0.78,10.462,1,0.59,5.7969,1,1.37,16.2589,1,18.51,29.24,42.49,30.41,13
"218","1730006",E,irregular,5.01,0.1739,3974.16,0.28293,4.41,0.0233,23.69,8.4,15.286,5.16,1.05,23.71,0.2862,0.83,14.4923,0.2711,1.88,38.2023,0.2814,26.93,10.97,40.81,44.04,13
"219","1730007",SE,irregular,4.75,0.1766,2790.43,0.20183,4.41,0.0879,22.71,6.56,19.4508,6.31,1.31,35.152,0.1691,0.829999999999999,13.8787,0.1988,2.14,49.0307,0.1752,31.89,10.36,43.41,41.88,14
"220","1730008",E,irregular,4.52,0.176,3384.39,0.19926,4.38,0.0879,22.71,6.56,19.4508,6.35,1.57,29.397,0.2939,0.84,11.2107,0.3021,2.41,40.6077,0.289,23.62,11.63,46.84,40.97,13
"221","1730009",E,irregular,4.9,0.1635,3472,0.37952,4.91,0.0879,22.71,6.56,19.4508,5.3,0.52,10.856,0.2705,0.59,9.2242,0.2646,1.11,20.0802,0.2762,21.59,25.61,39,25.74,12
"222","1730010",S,irregular,4.89,0.1698,2115.1,0.25816,5.26,0.0879,22.71,6.56,19.4508,6.84,1.05,52.587,0.0687,0.73,20.54,0.0896,1.78,73.127,0.0741,23.24,17.62,55.85,39.89,16
"223","1803301",SE,irregular,3.95,0.1151,5437.5,0.07144,8.32,0.1208,24.69,10.88,26.1785,8.95,2.09,24.595,0.6864,2.15,10.3497,0.7668,4.24,34.9447,0.8112,21.92,18.34,62.01,47.16,20
"224","1803302",E,irregular,4.97,0.1469,2368.21,0.41759,6.05,0.1208,24.69,10.88,26.1785,5.58,0.26,11.208,0.0816,0.73,23.3707,0.0502,0.99,34.5787,0.0834,23.39,15.32,56.05,45.35,15
"225","1803303",E,irregular,4.88,0.1555,1972,0.31899,4.87,0.1208,24.69,10.88,26.1785,5.93,0.79,8.911,0.2597,0.73,3.4205,0.2857,1.52,12.3315,0.2989,22.16,20.51,43.34,42.45,14
"226","1803304",SW,irregular,5.06,0.1466,4543.59,0.18845,5.74,0.1208,24.69,10.88,26.1785,6.58,1.57,13.823,0.7666,0.73,3.6917,0.6099,2.3,17.5147,0.7336,21.99,29.72,45.27,42.02,16
"227","1803307",S,irregular,4.94,0.1528,2329.41,0.28341,5.06,0.1208,24.69,10.88,26.1785,7.27,1.05,15.385,0.2362,0.869999999999999,6.4986,0.2117,1.92,21.8836,0.2513,25.75,8.6,42.22,51.85,15
"228","1803308",E,mixed,4.98,0.1567,2144.19,0.35495,4.89,0.1208,24.69,10.88,26.1785,5.42,0.53,8.364,0.2018,0.73,5.0172,0.2118,1.25,13.3812,0.2463,22.94,9.99,43.89,42.17,12
"229","1803309",SW,irregular,4.9,0.1603,1859.06,0.35569,5.05,0.1208,24.69,10.88,26.1785,5.73,0.53,16.341,0.0896,0.45,9.9293,0.0572,0.98,26.2703,0.0853,25.73,16.46,47.28,33.66,14
"230","1803310",SW,mixed,4.83,0.1547,2980.43,0.36119,5.37,0.1208,24.69,10.88,26.1785,5.76,0.52,8.366,0.2752,0.73,4.6816,0.3155,1.25,13.0476,0.3511,23.23,36.44,43.41,37.2,16
"231","1803311",SW,mixed,4.66,0.1664,1855.79,0.32337,5.63,0.1208,24.69,10.88,26.1785,5.68,0.78,8.184,0.2628,0.449999999999999,3.1934,0.1775,1.23,11.3774,0.2467,18.98,38.88,36.11,15.28,12
"232","1827901",E,irregular,4.49,0.1401,2507.24,0.12846,6.71,0.1208,24.69,10.88,26.1785,7.15,1.83,33.093,0.206,1,9.9937,0.1703,2.84,43.0867,0.2032,22.81,31.48,57.22,63.47,20
"233","1827902",E,irregular,4.71,0.1485,1536.25,0.22227,4.77,0.1208,24.69,10.88,26.1785,6.45,1.31,12.351,0.2421,0.87,3.6544,0.2483,2.18,16.0054,0.2573,23.49,22.81,43.82,67.27,18
"234","1827908",SW,irregular,4.56,0.1598,1542.46,0.31803,4.68,0.1208,24.69,10.88,26.1785,5.87,0.79,16.066,0.1127,0.45,6.2579,0.0753,1.24,22.3239,0.1053,25.26,22.82,40.08,73.53,17
"235","1827909",E,irregular,4.67,0.1536,3509.3,0.169,5.16,0.1208,24.69,10.88,26.1785,6.89,1.57,8.185,1,0.73,1.7391,1,2.3,9.9241,1,15.83,44.75,36.46,41.46,16
"236","1827910",SE,irregular,4.78,0.1634,1146.07,0.33013,4.22,0.1208,24.69,10.88,26.1785,5.87,0.79,14.523,0.0926,0.45,5.4104,0.0647,1.24,19.9334,0.0877,26.33,26.17,39.21,58.68,15
"237","1903101",E,irregular,4.78,0.118,5345.1,0.12229,6.9,0.4178,27.41,13.27,30.984,8.31,1.83,33.948,1,2.05,15.2889,1,3.88,49.2369,1,30.46,16.73,62.95,46.62,21
